Timestamp,Source IP,Destination IP,Protocol,Website Name,Domain Name,Length
2023-12-12 02:19:53,192.168.50.211,104.99.48.162,IP,not a valid url,Not a valid URL,55
2023-12-12 02:19:53,104.99.48.162,192.168.50.211,IP,not a valid url,Not a valid URL,66
2023-12-12 02:19:55,192.168.50.211,67.220.240.31,IP,not a valid url,Not a valid URL,55
2023-12-12 02:19:55,67.220.240.31,192.168.50.211,IP,not a valid url,Not a valid URL,54
2023-12-12 02:19:55,192.168.50.211,224.0.0.22,192.168.50.211,not a valid url,Not a valid URL,54
2023-12-12 02:19:56,192.168.50.211,3.232.144.130,IP,not a valid url,Not a valid URL,127
2023-12-12 02:19:56,3.232.144.130,192.168.50.211,IP,not a valid url,Not a valid URL,145
2023-12-12 02:19:56,192.168.50.211,3.232.144.130,IP,not a valid url,Not a valid URL,54
2023-12-12 02:19:57,3.232.144.130,192.168.50.211,IP,not a valid url,Not a valid URL,145
2023-12-12 02:19:57,192.168.50.211,3.232.144.130,IP,not a valid url,Not a valid URL,66
2023-12-12 02:19:57,192.168.50.211,224.0.0.22,192.168.50.211,not a valid url,Not a valid URL,62
2023-12-12 02:19:59,205.196.6.214,192.168.50.211,IP,not a valid url,Not a valid URL,253
2023-12-12 02:19:59,162.159.130.234,192.168.50.211,IP,not a valid url,Not a valid URL,989
2023-12-12 02:19:59,192.168.50.211,162.159.130.234,IP,not a valid url,Not a valid URL,54
2023-12-12 02:19:59,192.168.50.211,205.196.6.214,IP,not a valid url,Not a valid URL,54
2023-12-12 02:19:59,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,441
2023-12-12 02:19:59,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,513
2023-12-12 02:19:59,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,450
2023-12-12 02:19:59,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,509
2023-12-12 02:19:59,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,489
2023-12-12 02:19:59,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,503
2023-12-12 02:19:59,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,521
2023-12-12 02:19:59,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,505
2023-12-12 02:20:00,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,505
2023-12-12 02:20:00,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,521
2023-12-12 02:20:00,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,503
2023-12-12 02:20:00,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,450
2023-12-12 02:20:00,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,489
2023-12-12 02:20:00,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,509
2023-12-12 02:20:00,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,513
2023-12-12 02:20:00,192.168.50.1,239.255.255.250,IP,not a valid url,Not a valid URL,441
2023-12-12 02:20:00,192.168.50.211,192.168.50.1,IP,not a valid url,Not a valid URL,77
2023-12-12 02:20:00,192.168.50.211,54.221.92.201,IP,not a valid url,Not a valid URL,1514
2023-12-12 02:20:00,192.168.50.211,54.221.92.201,IP,not a valid url,Not a valid URL,1243
2023-12-12 02:20:00,192.168.50.211,54.221.92.201,IP,not a valid url,Not a valid URL,100
2023-12-12 02:20:00,192.168.50.211,54.221.92.201,IP,not a valid url,Not a valid URL,774
2023-12-12 02:20:00,192.168.50.1,192.168.50.211,IP,not a valid url,Not a valid URL,278
2023-12-12 02:20:00,192.168.50.1,192.168.50.211,IP,not a valid url,Not a valid URL,227
2023-12-12 02:20:00,54.221.92.201,192.168.50.211,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:00,54.221.92.201,192.168.50.211,IP,not a valid url,Not a valid URL,100
2023-12-12 02:20:00,54.221.92.201,192.168.50.211,IP,not a valid url,Not a valid URL,248
2023-12-12 02:20:00,192.168.50.211,54.221.92.201,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:00,192.168.50.211,172.217.0.35,IP,not a valid url,Not a valid URL,1292
2023-12-12 02:20:00,192.168.50.211,172.217.0.35,IP,not a valid url,Not a valid URL,123
2023-12-12 02:20:00,172.217.0.35,192.168.50.211,IP,not a valid url,Not a valid URL,1292
2023-12-12 02:20:00,172.217.0.35,192.168.50.211,IP,not a valid url,Not a valid URL,847
2023-12-12 02:20:00,172.217.0.35,192.168.50.211,IP,not a valid url,Not a valid URL,213
2023-12-12 02:20:00,192.168.50.211,172.217.0.35,IP,not a valid url,Not a valid URL,120
2023-12-12 02:20:00,192.168.50.211,172.217.0.35,IP,not a valid url,Not a valid URL,73
2023-12-12 02:20:00,192.168.50.211,172.217.0.35,IP,not a valid url,Not a valid URL,595
2023-12-12 02:20:00,172.217.0.35,192.168.50.211,IP,not a valid url,Not a valid URL,66
2023-12-12 02:20:00,172.217.0.35,192.168.50.211,IP,not a valid url,Not a valid URL,173
2023-12-12 02:20:00,172.217.0.35,192.168.50.211,IP,not a valid url,Not a valid URL,918
2023-12-12 02:20:00,172.217.0.35,192.168.50.211,IP,not a valid url,Not a valid URL,63
2023-12-12 02:20:00,192.168.50.211,172.217.0.35,IP,not a valid url,Not a valid URL,78
2023-12-12 02:20:00,192.168.50.211,172.217.0.35,IP,not a valid url,Not a valid URL,74
2023-12-12 02:20:00,192.168.50.211,54.221.92.201,IP,not a valid url,Not a valid URL,66
2023-12-12 02:20:02,192.168.50.211,142.250.189.19,IP,not a valid url,Not a valid URL,55
2023-12-12 02:20:02,142.250.189.19,192.168.50.211,IP,not a valid url,Not a valid URL,66
2023-12-12 02:20:03,192.168.50.211,192.168.50.1,IP,not a valid url,Not a valid URL,73
2023-12-12 02:20:03,192.168.50.1,192.168.50.211,IP,not a valid url,Not a valid URL,179
2023-12-12 02:20:03,192.168.50.1,192.168.50.211,IP,not a valid url,Not a valid URL,145
2023-12-12 02:20:03,192.168.50.211,184.28.81.72,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:03,192.168.50.211,142.251.33.195,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:03,192.168.50.211,104.107.104.162,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:03,192.168.50.211,96.7.129.198,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:03,192.168.50.211,184.28.81.56,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:03,192.168.50.211,185.167.164.49,IP,not a valid url,Not a valid URL,66
2023-12-12 02:20:03,192.168.50.1,192.168.50.211,IP,not a valid url,Not a valid URL,148
2023-12-12 02:20:03,184.28.81.72,192.168.50.211,IP,not a valid url,Not a valid URL,78
2023-12-12 02:20:03,184.28.81.72,192.168.50.211,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:03,96.7.129.198,192.168.50.211,IP,not a valid url,Not a valid URL,78
2023-12-12 02:20:03,96.7.129.198,192.168.50.211,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:03,184.28.81.56,192.168.50.211,IP,not a valid url,Not a valid URL,78
2023-12-12 02:20:03,184.28.81.56,192.168.50.211,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:03,104.107.104.162,192.168.50.211,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:03,104.107.104.162,192.168.50.211,IP,not a valid url,Not a valid URL,85
2023-12-12 02:20:03,142.251.33.195,192.168.50.211,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:03,185.167.164.49,192.168.50.211,IP,not a valid url,Not a valid URL,62
2023-12-12 02:20:03,192.168.50.211,185.167.164.49,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:03,192.168.50.211,185.167.164.49,IP,not a valid url,Not a valid URL,747
2023-12-12 02:20:03,185.167.164.49,192.168.50.211,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:03,185.167.164.49,192.168.50.211,IP,not a valid url,Not a valid URL,2974
2023-12-12 02:20:03,185.167.164.49,192.168.50.211,IP,not a valid url,Not a valid URL,1950
2023-12-12 02:20:03,192.168.50.211,185.167.164.49,IP,not a valid url,Not a valid URL,180
2023-12-12 02:20:03,192.168.50.211,185.167.164.49,IP,not a valid url,Not a valid URL,153
2023-12-12 02:20:03,192.168.50.211,185.167.164.49,IP,not a valid url,Not a valid URL,566
2023-12-12 02:20:04,185.167.164.49,192.168.50.211,IP,not a valid url,Not a valid URL,312
2023-12-12 02:20:04,185.167.164.49,192.168.50.211,IP,not a valid url,Not a valid URL,132
2023-12-12 02:20:04,185.167.164.49,192.168.50.211,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:04,192.168.50.211,185.167.164.49,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:04,192.168.50.211,185.167.164.49,IP,not a valid url,Not a valid URL,92
2023-12-12 02:20:04,185.167.164.49,192.168.50.211,IP,not a valid url,Not a valid URL,593
2023-12-12 02:20:04,185.167.164.49,192.168.50.211,IP,not a valid url,Not a valid URL,92
2023-12-12 02:20:04,142.251.33.195,192.168.50.211,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:04,192.168.50.211,142.251.33.195,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:04,140.82.112.25,192.168.50.211,IP,not a valid url,Not a valid URL,79
2023-12-12 02:20:04,192.168.50.211,140.82.112.25,IP,not a valid url,Not a valid URL,83
2023-12-12 02:20:04,140.82.112.25,192.168.50.211,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:05,192.168.50.211,192.168.50.1,IP,not a valid url,Not a valid URL,79
2023-12-12 02:20:05,192.168.50.1,192.168.50.211,IP,not a valid url,Not a valid URL,179
2023-12-12 02:20:05,192.168.50.1,192.168.50.211,IP,not a valid url,Not a valid URL,226
2023-12-12 02:20:05,192.168.50.211,18.209.140.164,IP,not a valid url,Not a valid URL,66
2023-12-12 02:20:05,192.168.50.211,192.168.50.1,IP,not a valid url,Not a valid URL,80
2023-12-12 02:20:05,192.168.50.211,192.168.50.1,IP,not a valid url,Not a valid URL,84
2023-12-12 02:20:05,192.168.50.211,35.244.167.217,IP,not a valid url,Not a valid URL,1292
2023-12-12 02:20:05,192.168.50.211,35.244.167.217,IP,not a valid url,Not a valid URL,137
2023-12-12 02:20:05,192.168.50.211,35.244.167.217,IP,not a valid url,Not a valid URL,93
2023-12-12 02:20:05,192.168.50.211,35.244.167.217,IP,not a valid url,Not a valid URL,535
2023-12-12 02:20:05,192.168.50.1,192.168.50.211,IP,not a valid url,Not a valid URL,170
2023-12-12 02:20:05,192.168.50.1,192.168.50.211,IP,not a valid url,Not a valid URL,141
2023-12-12 02:20:05,192.168.50.211,216.239.38.178,IP,not a valid url,Not a valid URL,1292
2023-12-12 02:20:05,192.168.50.211,216.239.38.178,IP,not a valid url,Not a valid URL,122
2023-12-12 02:20:05,192.168.50.1,192.168.50.211,IP,not a valid url,Not a valid URL,203
2023-12-12 02:20:05,192.168.50.211,142.250.72.142,IP,not a valid url,Not a valid URL,1292
2023-12-12 02:20:05,192.168.50.211,142.250.72.142,IP,not a valid url,Not a valid URL,122
2023-12-12 02:20:05,192.168.50.211,23.43.51.172,IP,not a valid url,Not a valid URL,66
2023-12-12 02:20:05,192.168.50.1,192.168.50.211,IP,not a valid url,Not a valid URL,233
2023-12-12 02:20:05,192.168.50.211,192.168.50.1,IP,not a valid url,Not a valid URL,76
2023-12-12 02:20:05,35.244.167.217,192.168.50.211,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:05,18.209.140.164,192.168.50.211,IP,not a valid url,Not a valid URL,66
2023-12-12 02:20:05,192.168.50.211,18.209.140.164,IP,not a valid url,Not a valid URL,54
2023-12-12 02:20:05,192.168.50.211,18.209.140.164,IP,not a valid url,Not a valid URL,730
2023-12-12 02:20:05,35.244.167.217,192.168.50.211,IP,not a valid url,Not a valid URL,93
2023-12-12 02:20:05,216.239.38.178,192.168.50.211,IP,not a valid url,Not a valid URL,1292
2023-12-12 02:20:05,216.239.38.178,192.168.50.211,IP,not a valid url,Not a valid URL,849
2023-12-12 02:20:05,216.239.38.178,192.168.50.211,IP,not a valid url,Not a valid URL,219
2023-12-12 02:20:05,35.244.167.217,192.168.50.211,IP,not a valid url,Not a valid URL,1292
2023-12-12 02:20:05,192.168.50.211,216.239.38.178,IP,not a valid url,Not a valid URL,120
2023-12-12 02:20:05,192.168.50.211,216.239.38.178,IP,not a valid url,Not a valid URL,73
2023-12-12 02:20:05,192.168.50.211,216.239.38.178,IP,not a valid url,Not a valid URL,1288
2023-12-12 02:20:05,192.168.50.211,216.239.38.178,IP,not a valid url,Not a valid URL,191
2023-12-12 02:20:05,192.168.50.211,35.244.167.217,IP,not a valid url,Not a valid URL,115
2023-12-12 02:20:05,23.43.51.172,192.168.50.211,IP,not a valid url,Not a valid URL,66
2023-12-12 02:20:05,192.168.50.211,23.43.51.172,IP,not a valid url,Not a valid URL,54
